"日期","收入预估~iPhone"
"2023-06-13","1465128"
"2023-06-12","1792518"
"2023-06-11","1496573"
"2023-06-10","1525911"
"2023-06-09","1391621"
"2023-06-08","1818146"
"2023-06-07","1792619"
"2023-06-06","1831563"
"2023-06-05","1847192"
"2023-06-04","1843619"
"2023-06-03","1835680"
"2023-06-02","1931044"
"2023-06-01","1068739"
"2023-05-31","1499443"
"2023-05-30","1608443"
"2023-05-29","1474858"
"2023-05-28","1266276"
"2023-05-27","708851"
"2023-05-26","858295"
"2023-05-25","1446349"
"2023-05-24","1543485"
"2023-05-23","1837533"
"2023-05-22","1830744"
"2023-05-21","1832808"
"2023-05-20","1841748"
"2023-05-19","1843796"
"2023-05-18","1811647"
"2023-05-17","1695327"
"2023-05-16","1841014"
"2023-05-15","1843613"
"2023-05-14","1845740"
"2023-05-13","1848880"
"2023-05-12","1830631"
"2023-05-11","1384100"
"2023-05-10","1332406"
"2023-05-09","1808150"
"2023-05-08","1813345"
"2023-05-07","1814516"
"2023-05-06","1804280"
"2023-05-05","1790569"
"2023-05-04","1561351"
"2023-05-03","1513914"
"2023-05-02","1560350"
"2023-05-01","1782620"
"2023-04-30","1808007"
"2023-04-29","1812521"
"2023-04-28","1674165"
"2023-04-27","1792628"
"2023-04-26","1592664"
"2023-04-25","1710066"
"2023-04-24","1839466"
"2023-04-23","1832502"
"2023-04-22","3250944"
"2023-04-21","3100528"
"2023-04-20","965250"
"2023-04-19","1287452"
"2023-04-18","1808926"
"2023-04-17","1247806"
"2023-04-16","1156656"
"2023-04-15","1120999"
"2023-04-14","1243093"
