"日期","收入预估~iPhone"
"2023-05-11","1055274"
"2023-05-10","1057359"
"2023-05-09","1053275"
"2023-05-08","1049643"
"2023-05-07","1049022"
"2023-05-06","1048954"
"2023-05-05","1049603"
"2023-05-04","1048610"
"2023-05-03","1053289"
"2023-05-02","999164"
"2023-05-01","993233"
"2023-04-30","995479"
"2023-04-29","1049835"
"2023-04-28","1048247"
"2023-04-27","1042728"
"2023-04-26","2147720"
"2023-04-25","2310760"
"2023-04-24","1057780"
"2023-04-23","1048617"
"2023-04-22","1829649"
"2023-04-21","2754909"
"2023-04-20","3474216"
"2023-04-19","1050841"
"2023-04-18","1046777"
"2023-04-17","1047706"
"2023-04-16","2351765"
"2023-04-15","2853912"
"2023-04-14","1225738"
"2023-04-13","2360500"
"2023-04-12","3224133"
